"","x2","x3","scenario_benchmark"
"87",6.1175740104,8.45908254051,-443.483606254
"88",-8.94881176405,-5.70638493049,689.743112008
"89",2.14555751181,2.17935529037,-166.023404932
"90",0.265764821081,0.0572350331466,-28.9365318236
"91",2.49200536578,2.62169274865,-190.89726843
"92",-0.167195335496,-0.371232275738,3.13346007483
"93",1.15388098847,1.00420993577,-94.1451955753
"94",-2.53585767964,-2.37739553161,181.727903525
"95",-2.24191361079,-2.15682783484,159.282656829
"96",3.86808286477,4.55909476264,-288.451459742
"97",-0.228456278126,-0.430186952216,7.685804648
"98",-6.04555830324,-4.50498582526,455.569301522
"99",6.46727598335,9.16254876659,-467.07122822
"100",-6.67692019772,-4.803032245,505.928206631
"101",-0.588546123424,-0.768601685941,34.5172034988
"102",6.64652951716,9.53469651895,-479.107055877
"103",-13.5391459274,-6.91349438155,1072.71332984
"104",3.5307937685,4.05606380921,-264.726275955
"105",2.42666810521,2.53695045348,-186.215768516
"106",4.58607478864,5.69617775327,-338.544961592
"107",-4.60450104159,-3.73519442006,341.855980785
"108",2.96990299819,3.26079905342,-225.003810588
"109",-10.1376157468,-6.08822095781,787.488519452
"110",6.64789732987,9.5375671863,-479.198752665
"111",-4.30744681765,-3.55967123169,318.632825537
"112",3.60637932999,4.16713051231,-270.053647778
"113",-1.82899071351,-1.83418881598,127.885268843
"114",2.52621078659,2.66630558634,-193.34636232
"115",-0.307289935991,-0.50545585165,13.5493081565
"116",-10.1052530992,-6.07855200216,784.813871828
"117",4.24253122411,5.14051993216,-314.646482805
"118",0.770556102255,0.583868305004,-66.0958434461
"119",-2.36040672835,-2.24663601341,168.321239078
"120",7.73940946023,11.9887739756,-551.669901179
"121",-4.07784965799,-3.41977957066,300.735187004
"122",0.299662749829,0.0916711429059,-31.4397017601
"123",-2.52745545167,-2.37119330566,181.085232975
"124",-3.95430781465,-3.34294568026,291.123632181
"125",-4.30205901058,-3.55643117273,318.212313853
"126",6.94336043043,10.1689361163,-498.955013787
"127",-5.51737295898,-4.23789436658,413.689794694
"128",6.67605179838,9.59676106735,-481.085715021
"129",-0.620222302576,-0.797717776914,36.8834271152
"130",-7.41416598948,-5.12375148936,565.136788276
"131",8.53235444968,13.9945251012,-603.421980874
"132",-1.05922460138,-1.19067779223,69.7751226914
"133",-6.26339106546,-4.61035901004,472.90767524
"134",0.134730540152,-0.0746510718549,-19.2498487579
"135",0.16948415208,-0.0398608558243,-21.820633097
"136",-3.14608016926,-2.81220611696,228.572036089
"137",7.00831315837,10.3108008416,-503.284368973
"138",-4.55444577083,-3.70604276614,337.937474105
"139",-0.978578279195,-1.11994644297,63.7191357308
"140",-0.74072609075,-0.907534374631,45.8938370205
"141",7.06130024151,10.4273691009,-506.812486162
"142",-7.09730249456,-4.98937792018,539.636506052
"143",-4.23481331174,-3.51582007254,312.965967323
"144",1.15809782658,1.00893528724,-94.4529425293
"145",-0.363599174158,-0.558810429398,17.7411439009
"146",1.41697006919,1.30334845251,-113.311385824
"147",2.35121156621,2.43985358024,-180.803698185
"148",-3.05803906799,-2.75134148782,221.792979817
"149",5.05479807896,6.49039098471,-370.94153334
"150",-7.7499938221,-5.26067717231,592.249285423
"151",2.01215289068,2.01355932347,-156.412358286
"152",-2.46012009065,-2.32127237028,175.937181301
"153",2.00638326651,2.00644461615,-155.996277305
"154",3.17301543459,3.54299881339,-239.426846355
"155",3.30896424083,3.73552023351,-249.056184815
"156",-13.7960526166,-6.96248603914,1094.57380395
"157",1.69952846941,1.63460910713,-133.818153894
"158",3.51720660607,4.03619890829,-263.767985944
"159",-4.04638596222,-3.40031609127,298.286058606
"160",3.37501903557,3.83013244361,-253.727796999
"161",4.85479091258,6.14626425512,-357.147523734
"162",-3.37767490659,-2.96939207427,246.437328911
"163",-1.67282809096,-1.70815486695,116.051953857
"164",-4.55333886266,-3.70539618508,337.850845467
"165",3.27260256441,3.68373813391,-246.482586949
"166",-7.11556947172,-4.997264277,541.104427377
"167",1.26632458232,1.1309814241,-102.345286078
"168",4.63684130416,5.78015194724,-342.065517167
"169",2.14675322984,2.18085258107,-166.109466896
"170",-7.09084635524,-4.98658648761,539.117758494
"171",-1.65609038087,-1.69451289221,114.784980302
"172",4.9636567452,6.33259385262,-364.661259117
"173",-0.852594663345,-1.0081503454,54.2709080708
"174",-3.35484574895,-2.95408371425,244.674175575
"175",0.273685623684,0.0652698351773,-29.5215387253
"176",2.15715016302,2.19388019849,-166.857725505
"177",0.156302692082,-0.0530722242942,-20.8457162905
"178",3.73949929356,4.36506013103,-279.421218746
"179",-8.65997492274,-5.60487583471,666.15334716
"180",5.75571678537,7.76116993559,-418.928133741
"181",-8.47756165532,-5.53889770792,651.287880046
"182",4.98553855799,6.37032797722,-366.169913355
"183",-7.06724740493,-4.97636461334,537.221875706
"184",5.20310227479,6.75072621171,-381.140898802
"185",-3.63771218528,-3.14094126421,266.552995756
"186",0.95415496638,0.782940676657,-79.5487352134
"187",0.818627551647,0.635595203872,-69.6214302624
"188",0.805552484131,0.621498222486,-68.6627243565
"189",0.767498884284,0.580588045562,-65.8715479281
"190",-4.53086395177,-3.69224975314,336.092144099
"191",-0.396066806369,-0.589420643415,20.1595191133
"192",2.45481162762,2.5733763657,-188.232832107
"193",3.47389179391,3.97307411414,-260.711714544
"194",-0.85049344526,-1.00627219907,54.1134529852
"195",-5.61564414128,-4.28885975906,421.46425266
"196",3.61367992977,4.17790842903,-270.567879642
"197",0.632987107116,0.437372354839,-55.9938184498
"198",-3.02769275013,-2.73021896424,219.457947073
"199",0.0907715745447,-0.118461795534,-15.9964452899
"200",2.46724645866,2.58950734457,-189.123782172
"201",-2.85730821932,-2.61024296037,206.362749513
"202",4.15182349982,4.99739714929,-308.314889666
"203",-2.66753214131,-2.47381611922,191.807747108
"204",-0.782248597025,-0.945028950929,49.0017885152
"205",-1.4200329882,-1.49932278866,96.9440999781
"206",1.22974532212,1.08956548892,-99.6790892862
"207",2.80742510061,3.03965154877,-213.43493974
"208",-1.19364504555,-1.30714423023,79.8827717499
"209",0.109893532103,-0.0994309678287,-17.4118924735
"210",-2.48932120909,-2.34296875044,178.169217928
"211",0.457213572826,0.253458050856,-43.0591767426
"212",-0.412523083373,-0.604892693554,21.3856628441
"213",3.18080015557,3.55394361836,-239.978772168
"214",-3.73408528887,-3.20321940274,274.023160604
"215",4.67212939953,5.83881075112,-344.511000454
"216",-3.64172066315,-3.14354550269,266.863542997
"217",-3.54471807177,-3.08018406294,259.352447304
"218",1.74357062282,1.68719457482,-137.007231575
"219",1.08695998202,0.929517385658,-89.2588850878
"220",-2.10135003049,-2.04870167971,148.577124451
"221",0.493317281416,0.290937908814,-45.7184198658
"222",-2.77644234647,-2.55247336103,200.156739759
"223",7.00143271063,10.2957197009,-502.825995228
"224",-5.64875768351,-4.30590025885,424.085739992
"225",3.63083431232,4.20326854817,-271.77595678
"226",-0.903223185112,-1.05326917323,58.0660264679
"227",2.48488699796,2.61243004492,-190.387443336
"228",-7.6411852442,-5.21691959919,583.455164069
"229",6.93664457478,10.1543319573,-498.507092396
"230",-5.01418439223,-3.96747627646,374.007323049
"231",1.18947408896,1.04416554639,-96.7422385262
"232",-3.16367308403,-2.82429459367,229.927493534
"233",-1.79937316769,-1.81045743809,125.639253486
"234",4.46995452138,5.50592127013,-330.481585611
"235",-6.06924002538,-4.51657405081,457.452372734
"236",2.39776628173,2.49966263404,-184.143501703
"237",-0.874088394671,-1.02733659931,55.8817839187
"238",-1.40769364116,-1.48897487853,96.0129341046
"239",1.85584119402,1.82242421339,-145.127768425
"240",-1.39184595681,-1.47566353675,94.8172261799
"241",1.39832365779,1.28185513853,-111.955276839
"242",0.413278510911,0.208053085573,-39.8213836503
"243",1.35190961986,1.22854948784,-108.578172874
"244",-2.38933555399,-2.26837734718,170.52984766
"245",-1.25597951723,-1.36055312402,84.5757196437
"246",1.70083498575,1.636165327,-133.912786703
"247",0.54027856576,0.3399173714,-49.1754678028
"248",1.56012106603,1.46986123598,-123.710721075
"249",-1.87590740083,-1.87161770099,131.444799009
"250",-1.08063398395,-1.20934667408,71.3838493036
"251",0.645293378805,0.450385174717,-56.8982594603
"252",2.25078122457,2.3118893418,-173.591255825
"253",-2.42440291312,-2.29463567446,173.208127265
"254",-1.56867636227,-1.62284273982,108.172324754
"255",4.31583601708,5.25726698481,-319.756754599
"256",-6.45429544714,-4.70048723638,488.134353149
"257",3.96642487425,4.70941249208,-295.345830875
"258",-1.27968819255,-1.38076800268,86.361618966
"259",-1.24154473733,-1.34821883424,83.4886510209
"260",2.22643559294,2.28108565654,-171.841295906
"261",-0.646718069087,-0.821992193876,38.8634059469
"262",1.61894507021,1.5390638654,-127.978033267
"263",-2.67869293739,-2.4819219963,192.662837346
"264",2.04077782462,2.04892580206,-158.476162899
"265",-3.18929994615,-2.84185955102,231.902422519
"266",-1.4077847955,-1.48905137476,96.019812377
"267",2.66671640304,2.85136977143,-203.393722915
"268",0,-0.208243841377,-9.2725
"269",0.434144864805,0.229589582488,-41.3593651647
"270",-0.441289734002,-0.63186989975,23.529665633
"271",-0.888631440829,-1.04029190712,56.9719794236
"272",-0.56819447376,-0.749839793904,32.9974316289
"273",0.307100796306,0.0992448663842,-31.9888090947
"274",6.108065955,8.44036098069,-442.840312701
"275",-7.85087215108,-5.30073446209,600.410691803
"276",-1.90526668925,-1.89493810027,133.673293551
"277",3.09818813858,3.43828432492,-234.118423583
"278",-0.540874050046,-0.724585553443,30.9578836016
"279",6.55606609236,9.34588411293,-473.037638106
"280",-8.54988100343,-5.5652311467,657.178402372
"281",1.36580179921,1.24447530407,-109.589200978
"282",-2.18792172424,-2.11550087767,155.168423468
"283",-2.83709039456,-2.59584989986,204.810594201
"284",1.25267572949,1.11550797761,-101.350602739
"285",2.03620868772,2.04327295589,-158.146793002
"286",-0.0680398019225,-0.274942472899,-4.22718255286
"287",0.93647724067,0.763594059062,-78.2548876981
"288",-0.864830616348,-1.01907842096,55.1878940102
"289",-3.33423527401,-2.94022840048,243.082771375
"290",1.05738431862,0.896685407758,-87.0979590358
"291",0.0230872318853,-0.185495264098,-10.9834553162
"292",4.52934400123,5.60291243409,-334.607436359
"293",-2.73683536513,-2.52398214627,197.119259893
"294",-0.676081385548,-0.848808941421,41.0584520336
"295",-0.46920890123,-0.657968677073,25.6112623934
"296",1.55066540888,1.45877979576,-123.024445435
"297",-1.57583839464,-1.62874169158,108.713848591
"298",-2.3993303206,-2.27587214577,171.293087331
"299",2.59939976796,2.76234062412,-198.582572423
"300",-1.87701707456,-1.87250054744,131.529013546
"301",1.42490161355,1.31250460753,-113.888121801
"302",1.47163291751,1.36661679314,-117.284862534
"303",-2.03780684708,-1.99924922779,143.743500805
"304",1.04204036588,0.879694954662,-85.976519217
"305",4.52535791918,5.59638201323,-334.330640371
"306",-9.893284636,-6.01425354389,767.314335459
"307",3.41373573288,3.88591589125,-256.463808886
"308",0.354796914727,0.14796191037,-35.5086475784
"309",1.89539393235,1.87047240475,-147.985556307
"310",-0.166428393022,-0.370491621773,3.07649096614
"311",-3.90179460234,-3.30995079026,287.042108606
"312",1.01242784684,0.846987439594,-83.8115717714
"313",-0.0654438665747,-0.272407079418,-4.41975973796
"314",5.46372184933,7.21918020382,-399.004775342
"315",-6.06274489704,-4.51339901814,456.935861817
"316",-0.585961958521,-0.766221772718,34.3242075128
"317",0.305125092642,0.0972325058369,-31.8429597597
"318",-0.723514019533,-0.891940266251,44.6059966245
"319",-5.11542363273,-4.02317729489,381.974242429
"320",3.28617006194,3.70303458894,-247.443028322
"321",1.98260956651,1.97717702785,-154.281458191
"322",0.581840161317,0.38348127418,-52.2332080199
"323",2.37102629399,2.46527146263,-182.225467698
"324",-5.74047142616,-4.35275012017,431.351131958
"325",2.03712343921,2.04440443651,-158.212735312
"326",-4.35447934642,-3.58786885625,322.304713683
"327",2.38465267806,2.48278390471,-183.202967919
"328",-0.275781000988,-0.475451994753,11.2050138398
"329",-1.55935294275,-1.6151563736,107.467448936
"330",1.2833006272,1.15025993495,-103.582183081
"331",1.96578902065,1.95651649151,-153.067826668
"332",2.96155109881,3.24933257908,-224.409809418
"333",-6.96018086046,-4.92962351453,528.625958233
"334",7.25408920298,10.8579585772,-519.621251458
"335",-4.76652849342,-3.82839547695,354.554676322
"336",2.43153372776,2.54323976206,-186.564549458
"337",-4.10936145109,-3.43920153895,303.188916321
"338",3.37405413818,3.82874531651,-253.659589718
"339",-3.67167257743,-3.1629665141,269.184440622
"340",-1.82927267502,-1.8344143559,127.906654978
"341",1.89702317765,1.8724561662,-148.10323922
"342",-1.6419327748,-1.68295350569,113.713511993
"343",1.60777763552,1.52589097132,-127.168175751
"344",-0.333125767818,-0.52997812235,15.4722302298
"345",-1.73827525341,-1.76124828973,121.008511874
"346",4.46129285206,5.49183041371,-329.879526343
"347",-5.45589897587,-4.20571080199,408.83051611
"348",-0.648639073114,-0.823749319578,39.0069849548
"349",2.50758969556,2.64199755779,-192.013250847
"350",1.60185799141,1.51891495871,-126.73883444
"351",3.19630061706,3.57576483625,-241.07754194
"352",-8.91720220997,-5.69545011008,687.158446945
"353",1.96461204572,1.95507228144,-152.982895037
"354",-1.72558083678,-1.75098097204,120.04680701
"355",4.28923431956,5.21478785014,-317.902958306
"356",-7.96549004988,-5.34565776095,609.69324914
"357",4.27107470686,5.18586328817,-316.637022623
"358",-2.04938879298,-2.00828963813,144.624244846
"359",-3.39447235742,-2.98063004634,247.734931605
"360",6.16980086717,8.56229491841,-447.015303599
"361",-5.24617585196,-4.09414209828,392.276370048
"362",4.37991582175,5.36012307989,-324.21911471
"363",1.6167612651,1.53648659257,-127.819674617
"364",-4.96096851532,-3.9379306964,369.823008151
"365",1.28328141179,1.15023809259,-103.580783185
"366",-6.10984790651,-4.53636910173,460.682406024
"367",4.43613489891,5.45098214219,-328.130368809
"368",0.318909705824,0.111282207348,-32.8604804821
"369",-2.67688074188,-2.48060653884,192.523987424
"370",0.027783390171,-0.180860745775,-11.3314163141
"371",3.78509597189,4.43354342398,-282.625447923
"372",-2.9870584644,-2.70181966589,216.332578167
"373",-0.309634295861,-0.507683968584,13.7237688763
"374",3.78180128213,4.4285831628,-282.39399425
"375",-2.98709818355,-2.70184749053,216.335632431
"376",-4.75567285514,-3.82220621814,353.703183388
"377",3.24299616435,3.64173251946,-244.386074927
"378",4.77943160372,6.01864002391,-351.938644136
"379",-1.8855444493,-1.87928112336,132.176204527
"380",-1.62850786988,-1.67197513271,112.697666938
"381",-6.35455355646,-4.65365358201,480.175185436
"382",2.46284853426,2.58379960107,-188.808691217
"383",0.330891304851,0.12351193292,-33.7447594931
"384",2.62965747385,2.80227448147,-200.74568947
"385",-0.62091018178,-0.79834890551,36.9348225817
"386",2.09118349346,2.11147933471,-162.108273195
"387",-4.35495438145,-3.58815286795,322.341809934
"388",-0.922603764882,-1.07047230112,59.5194377287
"389",0.925565527225,0.751671358679,-77.4560950316
"390",-2.48439599945,-2.33931441698,177.792697204
"391",3.87382333647,4.56782324687,-288.854188957
"392",4.65187174016,5.8051078412,-343.10730222
"393",-6.36496721902,-4.65856936279,481.005795135
"394",-1.24546227473,-1.35156830593,83.7836575062
"395",4.45276784899,5.47797547297,-329.286886098
"396",-5.36514287208,-4.15776851327,401.66233812
"397",0.315690048321,0.10799868302,-32.6228358774
"398",-0.911796498965,-1.06088391309,58.7089227467
"399",-0.27350572877,-0.473281272875,11.0357684123
"400",2.01326008967,2.01492517238,-156.492200907
"401",1.44525752437,1.33604073171,-115.367995254
"402",0.896179626857,0.719635346373,-75.3043093823
"403",-3.17437899509,-2.83163886666,230.75247164
"404",0.596645002602,0.39904858432,-53.3220082621
"405",-1.53185896891,-1.59244240665,105.389299519
"406",-0.277229438068,-0.47683358491,11.3127579828
"407",0.598166012059,0.400649395413,-53.4338564242
"408",3.28252542896,3.69784808974,-247.185044445
"409",-2.12789312654,-2.06925277535,150.597306019
"410",1.15574807288,1.00630189823,-94.281458526
"411",-2.79010860249,-2.56227411088,201.205138345
"412",-0.280567668216,-0.480016892527,11.5610848738
"413",1.4243647956,1.3118846492,-113.84908951
"414",2.50256930311,2.63545261422,-191.653771799
"415",-4.41396416058,-3.62331122442,326.951481852
"416",1.97173141169,1.96381102906,-153.496613589
"417",1.14872457904,0.998434746794,-93.7688540406
"418",-2.13310041169,-2.0732772278,150.993705332
"419",2.25445391996,2.31654358388,-173.855195441
"420",-4.44544862411,-3.64197103113,329.41217541
"421",1.43954164387,1.32942642973,-114.952493324
"422",1.69376236552,1.62774369911,-133.400486179
"423",-2.11957702941,-2.06282070824,149.964302877
"424",-1.16784100511,-1.28492423224,77.9411398685
"425",1.94701041085,1.93349687789,-151.712575073
"426",-1.46118814871,-1.53373122234,100.050822575
"427",1.38868039839,1.27075718531,-111.253808077
"428",2.18049500091,2.22318728074,-168.537428386
"429",-4.28548755823,-3.54645285418,316.919088646
"430",2.43893611072,2.55281467935,-187.095125106
"431",0.566590196998,0.367472974689,-51.1114460492
"432",-1.46360285217,-1.5357450791,100.233152773
"433",1.11971444696,0.966005550041,-91.6510479202
"434",-1.7719431624,-1.788407285,123.559848881
"435",-0.569005962292,-0.750588719742,33.0580224685
"436",0.567894023716,0.368840564467,-51.2073623266
"437",0.834080364965,0.65228247874,-70.7542614773
"438",0,-0.208243841377,-9.2725
"439",0.558579178057,0.359074577473,-50.5220770664
"440",-0.570463188737,-0.751933427159,33.1668297406
"441",-1.44500331136,-1.52021882857,98.8288727663
"442",0.288019682288,0.0798284127811,-30.5800538032
"443",2.65338353186,2.83368298235,-202.44119218
"444",-3.88771308024,-3.30106887906,285.948046834
"445",0.566642321929,0.367527644919,-51.1152806624
"446",2.37844703205,2.47480517267,-182.757824496
"447",1.63925615737,1.56306476739,-129.450660174
"448",-4.86475382263,-3.88404149227,362.263793527
"449",0.291456865952,0.0833229256881,-30.8338467483
"450",5.02478378731,6.43824293639,-368.874361887
"451",-5.54362301114,-4.25156611118,415.76571369
"452",0.836704504833,0.655119127646,-70.9466111696
"453",-1.44500331136,-1.52021882857,98.8288727663
"454",2.66892016883,2.85429573984,-203.551147092
"455",-1.74388793922,-1.76578313109,121.433765702
"456",-0.856238731504,-1.01140648908,54.5439867602
"457",2.15688724558,2.19355056908,-166.838804928
"458",-2.04289141252,-2.00321951149,144.130139258
"459",0.831472629935,0.649464391118,-70.5631074916
"460",-1.73019016654,-1.7547107415,120.395983865
"461",1.36306806621,1.24133942605,-109.390264048
"462",-0.278174413023,-0.477734826572,11.3830524356
"463",0.549063839126,0.349108937911,-49.8219534688
"464",-0.558775359117,-0.741141830609,32.2941872346
"465",0.816579070575,0.633385251092,-69.471240258
"466",0.2761762358,0.0677977734055,-29.7054752573
"467",-1.13079909044,-1.25291332513,75.1550030913
"468",-0.836031056043,-0.993333055333,53.0298250998
"469",0.816558487879,0.633363048543,-69.4697311602
"470",1.07353340426,0.914599019179,-88.2779894761
"471",-2.27627555753,-2.18299688387,161.902451606
"472",3.07864250068,3.41107681395,-232.730834959
"473",-3.7858774094,-3.23640216733,278.041069425
"474",2.0937122728,2.11462688039,-162.290422138
"475",-2.54435656241,-2.38366302869,182.378031829
"476",0.0260325629461,-0.182588878951,-11.2016915891
"477",2.05100712189,2.0615917944,-159.213472303
"478",0,-0.208243841377,-9.2725
"479",2.05100712189,2.0615917944,-159.213472303
"480",-2.80589126296,-2.57357350339,202.416103826
"481",-1.36113673879,-1.44980085278,92.5008818281
"482",1.302202484,1.1717686981,-104.959056523
"483",2.03775398957,2.04518444872,-158.258189722
"484",-1.6395723423,-1.68102444977,113.534889055
"485",2.0599318827,2.07265437598,-159.856665299
"486",-3.11654170845,-2.79185437198,226.29684382
"487",0.533768700562,0.333112296204,-48.6963745707
"488",-1.64675469009,-1.68689258999,114.078420758
"489",5.8821038104,8.00156375825,-427.521712621
"490",-7.94080450919,-5.33603515768,607.693183007
"491",2.08106096701,2.09888886537,-161.379077931
"492",0.268238352302,0.0597433955266,-29.1192260568
"493",2.58584522622,2.74449541573,-197.61325146
"494",0.0513535849555,-0.157562858096,-13.0775223963
"495",-2.90835319214,-2.64643330153,210.283181115
"496",0.279221427138,0.0708895649275,-29.9303603053
"497",0.559438379016,0.359974963709,-50.5852913264
"498",1.66489054396,1.59343416732,-131.308647697
"499",-2.99717711563,-2.70890401894,217.110712462
"500",-3.62720190221,-3.13410717194,265.738803437
"501",4.6245849636,5.75983377038,-341.215824876
"502",-0.562110515777,-0.74422269793,32.5431850582
"503",-1.46360285217,-1.5357450791,100.233152773
"504",-0.865997388755,-1.02011968896,55.2753415848
"505",1.11400081321,0.959630955102,-91.2338403092
"506",1.11400081321,0.959630955102,-91.2338403092
"507",-1.16230335641,-1.28014724971,77.5245394055
"508",-2.36539163727,-2.25038753768,168.701764286
"509",1.38773721486,1.26967236608,-111.185194108
"510",1.10060316629,0.94469946808,-90.2554206108
"511",0.558136388603,0.358610597125,-50.489499296
"512",-1.15051839593,-1.26997110898,76.6380458894
"513",-1.7325309145,-1.75660407425,120.573313253
"514",2.40228839079,2.5054888752,-184.467795038
"515",0.00176389698851,-0.206507904801,-9.40323762722
"516",-0.56591047334,-0.747731512558,32.8268971593
"517",-1.14172327326,-1.26236778026,75.976540209
"518",-1.40765534948,-1.48894274412,96.010044715
"519",3.35457772927,3.80077845876,-252.282616901
"520",0.00690176784929,-0.2014495107,-9.78403238475
"521",-4.15240581643,-3.46561667574,306.542037199
"522",2.37258419449,2.46727229948,-182.337234752
"523",0.80912579085,0.625348754492,-68.9247475069
"524",0.00169897561179,-0.20657180319,-9.39842579722
"525",0.819073324477,0.636076182141,-69.6541127677
"526",-0.553032356544,-0.735833982033,31.8654481016
"527",-0.847150821572,-1.0032835178,53.8629815996
"528",-0.279934368805,-0.479413075786,11.513973675
"529",2.9071847155,3.17495461789,-220.541385808
"530",-2.3323314382,-2.2254671837,166.17852048
"531",-0.572304849919,-0.753632568628,33.3043446428
"532",1.38608093458,1.26776764367,-111.064702169
"533",-5.92830926354,-4.44712991697,446.252901671
"534",0.626896919366,0.430939159876,-55.5461689904
"535",2.63294288204,2.80661870686,-200.98050513
"536",0.273196747491,0.0647737155029,-29.4854335595
"537",-2.54841141054,-2.3866511229,182.688233391
"538",2.57423925309,2.72923716102,-196.7831256
"539",-1.65486803973,-1.69351561113,114.692464424
"540",4.62533007579,5.76106818122,-341.267485815
"541",-3.7296049844,-3.20033953501,273.675699204
"542",-3.7296049844,-3.20033953501,273.675699204
"543",3.27289171752,3.68414907611,-246.503058099
"544",-2.48930986524,-2.34296033607,178.168350692
"545",4.12562566209,4.95633478913,-306.484556556
"546",-2.20044582943,-2.12510993204,156.122535746
"547",1.04660662881,0.884748147972,-86.310277154
"548",0.274644228496,0.0662427224766,-29.592334266
"549",-0.537930919024,-0.721860350514,30.738212935
"550",-3.13152114083,-2.80218373221,227.450533953
"551",0.550052256551,0.350143634877,-49.8946838095
"552",3.00920587851,3.31490353287,-227.798110946
"553",0.550052256551,0.350143634877,-49.8946838095
"554",0.29944018906,0.0914446200595,-31.4232705708
"555",-5.36738234015,-4.15895770444,401.839135299
"556",0.563061168732,0.363772366011,-50.8518239686
"557",2.06930784356,2.08428817073,-160.532287441
"558",2.07839037429,2.09556954588,-161.186679198
"559",-0.522461233401,-0.70752122967,29.5837159532
"560",4.62195178282,5.75547228057,-341.033253379
"561",-9.79879630214,-5.98504283008,759.5242038
"562",0.0113788000994,-0.197039345028,-10.1158280329
